id	document	label
1000817	despite its rather salacious title, this is a light teen dramedy. unless you're an old coot, you'll probably find it likeable. it isn't so good on developing characters or situations smoothly, though.	1
1000818	i saw this movie the first time at about twelve o'clock on a saturday evening. it really is the perfect time for this one. i have never, ever seen a movie that was actually more predictable and drench	0
1000819	well, how do you even rate a movie such as this one? does it even have cinematic value really? it's a movie that tries to get as close to being a snuff movie as possible. basically the entire movie is	0
1000820	after playing a nymphomaniac in written on the wind, dorothy malone finally said good-bye to her sweet sister/wife roles and demonstrated an ability to play mantraps with the best of them. she and glo	1
1000821	sarafina was a fun movie, and some of the songs were really great. sarafina was very entertaining. i don't normally like music things like this, but the singing was not lame like it looked like on the	1
1000822	first there are some plot holes in this movie. we see in the very beginning a kid dies from playing the game. but who was tied up in the mail truck delivering the package which contains the game? how 	0
1000823	truly a wonderful movie. bruce willis gives his always-outstanding comedic-romantic acting power to this message-movie and the movie brings hope to the losers many of us know we are. a gift to everyon	1
1000824	i vaguely remember ben from my sci-fi fandom days of the '60s, i was doing several interviews & bios of obscure actors/actresses, most notably ben, actress fay spain, and jody fair, who played angela 	0
1000825	i see alot of movies at the cinema (103 so far this year) and i have to say that this is by far and away the best film i have seen this year, even though it was released back in 1954!i sat in awe and 	1
1000826	i have to be completely honest in saying first that i fell asleep somewhere in the middle, so i cannot give a full opinion about the film until i see it in full. basically, a group of thieves, includi	0
1000827	scanners ii: the new order is just as good as david cronenberg's classic scanners, scanners was made in 1980 and scanners ii in 1991 so their's an eleven year gap between the two movies. the film capt	1
1000828	hilarious, laugh out loud moments ... and yet not a comedy. i particularly liked the planted gag of the ambulance soaking the filthy bum who then shouts after them in anger you filthy bums, i mean wow	0
1000829	although i watched this film by myself(thankfully), i still felt embarrassed while watching it. i was tricked into renting it by the reviews on the front cover, and the bloody/gritty camera stills on 	0
1000830	cinderella in my opinion greatest love story ever told i loved it as a kid and i love it now a wonderful disney masterpiece this is 1 of my favorite movies i love disney. i could rave on and on about 	1
1000831	matt cordell is back from the dead for a third go-round, although i'm not sure anyone cared at this point except for rabid manica cop fans. cordell, who died in the last flick, is resurrected through 	0
1000832	i'm all about the walking dead, but my mind is still unsure of the walking, frozen dead. sadly, the chilling didn't help me make up my mind. this is really slow with nothing happening for the first 45	0
1000833	troma founder, lloyd kaufman is the crapkeeper in this anthology film made up of two films that were such celluloid feces that llyod tried to salvage them by combining the two into one anthology film 	0
1000834	while many pass this off as a b movie it is, indeed, a first class comedy that is well-written and acted. red skelton is great as wally benton better known to radio fans as the fox. ann rutherford is 	1
1000835	well, i read the other comments. didn't think it sounded any good, but decided to tape it anyway. perhaps not so smart to read all the poor reviews before watching this movie, because of course i woul	0
1000836	a brief history of time. the cosmological content of this documentary is fascinating, the thoughts provoking and the man... brilliant. yet i had a hard time enjoying this documentary. the way the fami	1
1000837	this film is definitely a product of its times and seen in any other context, it is an incredibly stupid movie. heck, even seen in its proper context, it's pretty bad!! mostly, this is due to a silly 	0
1000838	i know when you buy a used (oops, excuse me, previously viewed)dvd for $5.99 you shouldn't have very high expectations, but even that was a steep price for this poor boxed disc.i will give the produce	0
1000839	beware, my lovely is an experimental studio film from the early fifties and was directed by a man, harry horner, better known for his set designs. robert ryan plays a handyman who is hired by ida lupi	1
1000840	did anybody succeed in getting in this movie?it's a total mess to me: a vague historical/sentimental context instead of a plot, a pretentious imagery as mise en scene and it lasts two hours!shame on t	0
1000841	there have been many movies about people returning home from wars and having to cope, but the war at home is worth seeing. portraying vietnam vet jeremy collier (emilio estevez) having trouble connect	1
1000842	i grew up in royersford, pa. the town where jerry's market was. i remember my whole family going out to watch the filming. i remember a guy showing the blob to me and my brothers in a bucket. i also w	1
1000843	why this movie has all but disappeared into obscurity is an absolute crime. conan is perhaps the only sword and sorcery movie better. the brutal violence, cool character designs, and good pacing, make	1
1000844	radio was not a 24 hour 7days a week happening when i grew up in the 1930s england, so children's hour was a treat for me when we had batteries and an accumulator to spare for the power. the few progr	1
1000845	normally i would have given this movie a 6. it tackles a very important topic and it does it relatively well - despite katie wright which is an accomplishment in and of itself.i have no idea if she wa	0
1000846	well i too had heard read all the breathless reviews and comments about how this movie might deserve the best picture oscar so i went to see it today. what a major disappointment! 1) if you read the o	0
1000847	a unique blend of musical, film-noir and comedy - with a few sex scenes thrown in for good measure. the only other film i can think of with a fairly similarly wild and madcap mixture of themes and cli	1
1000848	one of the worst romantic comedies (nay, worst movies) i've ever seen. boy (who works as a phone psychic!) must pretend to be gay to move into apartment with woman of his dreams. hilarity does not ens	0
1000849	this movie got better with time. i can't believe that it has been forty years since i saw this at the age of 15. yes, that's right. movie ratings were not yet a reality, so any teenager could walk int	1
1000850	a very interesting documentary - certainly a lot more than sideways, a pseudo wino drama - where the capitalist conspiracy is revealed in all its greed. according to the documentary - and confirmed by	1
1000851	my only reason registering to this site was for the opportunity to write a comment to this movie. i felt that i had to get rid of some of my anger by writing it off me. the movie babas bilar must be j	0
1000852	some sort of accolades must be given to `hellraiser: bloodline'. it's actually out full-mooned full moon. it bears all the marks of, say, your `demonic toys' or `puppet master' series, without their d	0
1000853	first off, the title character is not even the main character of the movie. he is the sidekick of the cult leader. the actor who portrays igor believed that screaming loud, laughing hysterically, and 	0
1000854	i concur with everyone above who said anything that will convince you to not waste even a briefest of moments watching this amazingly amateurish movie. very poor acting, offhand production values, utt	0
1000855	in my opinion this has to be one of barbara stanwyck's best performances. she was one of only a handful of actors, then and now, who could say more with a single look than an entire page of dialogue. 	1
1000856	i enjoyed this film. it was lighthearted, delightful, and very colorful. you can see that mgm was showing off technicolor. there are hardly any colors that do not appear in this film. every scene is p	1
1000857	there are few films that have had me waiting and waiting for release more than this one. this is the latest film from the dead gentlemen group responsible for the original gamers film and the demon hu	1
1000858	bottom at its absolute highest perfection. who ever says slap stick comedy is dead and boring is completely wrong. not that this film will only appeal to those who are of a masculine nature. this is a	1
1000859	i can't believe this movie managed to get such a relatively high rating of 6! it is barely watchable and unbelievably boring, certainly one of the worst films i have seen in a long, long time.in a no-	0
1000860	this movie really sucked.....hard! it was just stupid with a terrible ending. i love a really cheesy horror flick, but this was terrible! the trick ending totally contradicts everything you've seen in	0
1000861	and a self-admitted one to boot. at one point the doctor's assistant refers to himself as igor.working with the increasingly plausible idea that computers could be used to replace or reconstruct brain	0
1000862	this movie was hilarious! it occasionally went too far, but isn't that what we expect from them? the theater roared with laughter and ooooooed at all the incredibly crazy stunts. it's rude, crude, and	1
1000863	wow. saw this last night and i'm still reeling from how good it was. every character felt so real (although most of them petty, selfish a**holes) and the bizarre story - middle aged widow starts shagg	1
1000864	as is frequently the case when manga is translated into live action, there is quite a bit lost in the translation. however, this remains a highly entertaining film. the premise is unusual and it is pr	1
1000865	nicole eggert was listed as the star of this, despite micheal dorn & stacey keach being much bigger stars than her.basically this is a bit of a spin on the alien lands on earth film. eggert plays the 	0
1000866	even if ryan wasn't such of an annoying person, this would still be bad, i said even if, where do we begin? directors log you will have the urge to snatch his tape recorder and pound it with a hammer 	0
1000867	charlie kauffman has made weird metaphysical angst popular, but this canadian gem makes it hilarious. like most weird films the less said about plot the better but let's set the scene, two friends ant	1
1000868	very funny to watch beretta's island as kind of natural trash-film.it is like answer to jess franko's type of b-movie.bodybuilders strikes back (!face to face!) to pushers.the very very very stupid st	0
1000869	jeff speakman never really made it beyond the lowest ranks of martial-artists-turned-actors (lower than don the dragon wilson, for example), and with vehicles like the expert, you can see why. there a	0
1000870	spoilers hereinmy high school did all they could to try and motivate us for exams. but the most memorable method they used to get us into the right state of mind was a guest speaker, who was none othe	0
1000871	the first 4 episodes of season 6 are just to throw up, to predictable and the worst scenario i've seen. won't and hopefully i din't buy it. also seen in seasons back that episodes about space they did	0
1000872	i watched it with my mom and we were like...what the hell? we didn't get it at all. i may have this wrong, but a chair had something to do with the death of this woman's father. that movie was terribl	0
1000873	watching david&bathsheba is a much better way of getting your bible lesson that going to sunday school. despite a script that at times is unintentionally funny the film is highly entertaining. the stu	1
1000874	 what can i say? this is one of the most perfect films ever made. its a throwback to the glitxy,sterling romantic comedies of the 1940s..but with a modern touch.the screenplay bursts with wit,charm,hu	1
1000875	i've seen this movie when i was young, and i remembered it as one of the first films i have truly liked that was not an action movie or a comedy. so, in my later years i decided to watch it again and 	1
1000876	i saw the film and i got screwed, because the film was foolish and boring. i thought ram gopal varma will justify his work but unfortunately he failed and the whole film got spoiled and they spoiled s	0
1000877	logged on to the imdb to say what a charming film love love is and am totally confused. seems to me that someone has been getting their titles mixed up. plastic demon baby what? this wasn't love life.	1
1000878	thunderbolt is probably jackie chan's worst movie since the protector in 1985. yes, i know that nobody watches his movies for their stories, but the plotting of this one is unusually lame, even by his	0
1000879	another brilliant portrayal by kiefer sutherland who plays mickey hayden, a cop dealing with psychic visions of murdered victims. i absolutely love movies dealing with the psychic realm, and i wasn't 	1
1000880	this is a gem. as a film four production - the anticipated quality was indeed delivered. shot with great style that reminded me some errol morris films, well arranged and simply gripping. it's long ye	1
1000881	i almost never comment on movies, but i saw the 5 glowing reviews of this movie and decided i had to weigh in with my own review. an instructor of mine received this film in the mail, mixed in with hi	0
1000882	the first disney animated film without the strong involvement of disney himself, this film suffers from the fact that the story is not particularly original or interesting (this is, i believe, the onl	1
1000883	this is about as stupid as it gets.a classic case of two-dimensional characters who always act exactly contrary as to what a sane person would do in the same situation. it reminds me of a scene in sca	0
1000884	they constructed this one as a kind of fantasy man from snowy river meets butch cassidy and the sundance kid, and just for a romantic touch ned and joe get to play away with high class talent, the bor	0
1000885	waqt is a perfect example of a chicken soup not exactly for your soul. the broth unfortunately has lost its actual taste thanks to all the excess dilution and garnishing that went into its making.what	1
1000886	if you're looking for a hollywood action packed kid-flick with the common bad language and violence this may not be the film to sit down for. if you're on the other hand interested in watching a film 	1
1000887	this 1986 italian-french remake of the 1946 film of the same name turns up the heat early, and doesn't let us come up for air. the story is about a high-school student (federico pitzalis) who can't ke	1
1000888	please people! do not bother with this poorly directed joke. the direction was totally wrong from the outset. where is the history of his mothers' emotional interference and the general madness in the	0
1000889	cute idea to have dionne warwick do the song vocals for this movie-adaptation of jacqueline susann's bestselling book (a la valley of the dolls)...although it's really too bad this sudser doesn't have	0
1000890	now i like victor herbert. and i like mary martin and allan jones. but it would have been nice to see a real biography of victor herbert. walter connolly as herbert does have a decent resemblance to h	1
1000891	here's yet another blasphemous european story in which they blast the religion of their country. (these atheist filmmakers are relentless.) here we see a brutal blasting of catholics and/or the cathol	0
1000892	not that i dislike childrens movies, but this was a tearjerker with few redeeming qualities. m.j. fox was the perfect voice for stuart and the rest of the talent was wasted. hugh laurie can be amazing	0
1000893	some things need to be clarified. the picture of mark ferris is not the mark ferris who starred in this movie. i know that because he was my dad. please remove that picture. also, mark ferris was the 	0
1000894	abc's version of the life of the late pope: they put it just slightly ahead of cbs's version and it may have suffered from that but the program itself was excellent. it moved fast since it only had tw	1
1000895	this flick was a blow to me. i guess little girls should aspire to be nothing more than swimsuit models, home makers or mistresses, since that seems to be all they'll ever be portrayed as anyway. it i	0
1000896	please humour me if you will, for a minute while i read you the back of the alley cat vhs box. it says that:in this part of the city every street is a dead end- on every corner something to buy- in ev	0
1000897	drawing restraint 9. dir: matthew barney.how do you know when you're in the middle of a pretentious art film? is it that there is only 8 lines of dialogue in 140 minutes of film? is it when bjork is w	0
1000898	weird.this is a tv movie,yet the rating on the box says it's rated r.there's nothing in the movie that would remotely qualify for an r rating.aside from that,though,the movie is very slow and pointles	0
1000899	snl is pretty funny but people who say this is like watching a short skit on snl is a little dumb minded. it's nothing like snl, it's just a stupid piece of crap.andy samberg tries to act like jon hed	0
1000900	this is definitely the worst movie adam's ever done but at this point in his life, he was just happy to have a movie. there are 3 or 4 laughs in it but i used the fast forward button through some of i	0
1000901	my 15 year old daughter asked me to watch this movie with her on cable tv. as someone who saw revenge of the nerds in a movie theater, i found this movie to be an extremely predictable remake of it. t	0
1000902	we expected something great when we went to see this bomb. it is basically a broadway play put on film. the music is plain terrible. there isn't one memorable song in the movie -- heard any hits from 	0
1000903	didn't mystic pizza win the oscar for that year? this movie never had a chance, due to the casting, but perhaps by now people can see why i felt that way upon leaving the theater. only wargames left m	1
1000904	i watched this movie because i like nicolas cage and well, i found it strange and completely pointless... so i decided to poke around a little bit and got my hands on the 70s copy of it. wow. what a d	0
1000905	people talk about how horrible the script was, and how horrible the animation was, but rainbow brite and the star stealer really is a japanese anime aimed towards children. if you look at the anime to	1
1000906	i unknowingly had this movie on my shelf for a while in a mill creek collection, and one night i just decided to watch it; though not expecting much. as the beginning credits roll around i'm surprised	0
1000907	the reason why this movie isn't any better known and more appreciated to me seems because of its subject. because of its controversial subject this movie never got a proper big release and still remai	1
1000908	watching john cassavetes debut film is a strange experience, even if you've seen improvisational films before.the first thing you notice is it's roughness. right off, it's obvious some of the characte	1
1000909	about twenty minutes into this movie, i was already bored. quite simply, these characters were fairly dull. occasionally, something enjoyable would happen, but then things would slow down again. fortu	0
1000910	some amusing humor, some that falls flat, some decent acting, some that is quite atrocious. this movie is simply hit and miss, guaranteed to amuse 12 year old boys more than any other niche.the child 	0
1000911	now, i like sci-fi cartoons. however, when robotboy appeared in canada in late 2006, i watched the premiere and was inevitably appalled. the characters are generic and stereotypical (do they really ne	0
1000912	this movie tries its darndest to capture that classic bad canadian movie feel:quirky and obnoxious characters (a few); quirky town with quirky folk; a quirky coffee shop or restaurant (coffee shop her	0
1000913	friz freleng's 'all abir-r-r-d' is one of the best sylvester and tweety cartoons. unlike the many repetitive cartoons in the series which simply transplant the same tired gags to a new setting, 'all a	1
1000914	started watching this but didn't believe in any of the characters. in particular the relationship between the bakery assistant and the waitress just didn't work for me at all. the scenes between the b	0
1000915	hood of the living dead and all of the other movies these guys directed look like they got together and filmed this with their buddies who have zero talent one afternoon when they were bored (lines ar	0
1000916	i saw this movie a few years back on the bbc i sat thru it. how? i don't know,this is way up there in the so bad it'good  charts kidman ,baldwin,and pullman must cringe when they see it now.i think wo	0
1000917	i remember watching this late at night on black and white tv, long before a live-action version was so much as a twinkle in peter jackson's eye... and being very impressed. finally getting my hands th	1
1000918	let me start out by saying i will try not to put too many spoilers in this. normally i enjoy robin williams movies, however this gem was not one of them. it was billed as a suspenseful thriller. the n	0
1000919	wow. not because of the 3-d imagery, which at times was used nicely to provide good deep imagery, but what a lame ending! the end of the movie just seems to implode on itself. this film has got to be 	0
1000920	the night listener is probably not one of william's best roles, but he makes a very interesting character in a somewhat odd but very different movie. i can guarantee you that you have never seen this 	1
1000921	during the early 1980's, kurt thomas was something of a hero in the united states. inevitably, men in his position get offered film roles that exist solely to capitalize on that. i have no idea what t	0
1000922	yes, it might be not historically accurate(actually only 6 soldiers of 9th rota were killed there), and yes, it has some mistakes and exaggeration(bended machine gun? come on! or the that history less	0
1000923	i remember when this was in theaters, reviews said it was horrible. well, i didn't think it was that bad. it was amusing and had a lot of tongue-in-cheek humor concerning families around holiday time.	0
1000924	*spoilers!* when i first saw the preview for this, it looked like a good old fashioned hallmark movie. i love bluegrass music, so i couldn't wait to see it. when we rented the movie, we read the back 	0
1000925	this is just the best movie of all times! sorry, hollywood! i've seen it in early 70's, as soon as it appeared on the bulgarian tv, and i loved it immediately (i was 14 then). 25 years later i bought 	1
1000926	the only reason i give it a 2 is that filmography is so stylized these days such that it has at least something to comment on.this film is asinine. it's like so many other 21st century grind house fod	0
1000927	unfortunately this is not one of those movies which at least make you laugh at their unbelievable stupidity. it has no entertainment value at all. it just plain sucks. i don't know where to start to e	0
1000928	closet land is an amazing, terrifying piece of cinema. it features only two actors in a single set, but never loses your attention. the set design is imaginative and troubling, the staging of scenes m	1
1000929	the marriage of maria braun (mmb) is about a german girl (maria) getting married to a german soldier (herman braun) just at the ending of the war. after being married for half a day and a night, herma	1
1000930	i've been watching this movie by hoping to find a pretty and interesting story yet the story line wasn't good at all. the play of the actors weren't any better.of course shahrukh khan was there yet he	0
1000931	a lot has already been written about the film itself, so instead of adding to the noise i just want to say a few words on the two female actors.it has to be a daunting prospect for any actress to star	1
1000932	if this film won the lumiere award for best french-language film, then what kind of garbage is coming out of france these days??the subject matter is an important one -- how the african economies are 	0
1000933	he-he-hello!! this is a really fun movie. basically, in party girl, you have your fun-lovin', independent, early 90's new yorker chick. along with her party friends, she meets a mature turkish vendor.	1
1000934	on monday, earlier this week, sometime in july, i happened to be under the influence of the sweet leaf, and me being a horror fan, wanted to see something scary. i was thinking of the ammityville horr	1
1000935	i saw this movie on comedy central a few times. this movie was pretty good. it's an interesting adventure with the life of sunny davis, who is arranged to marry the king of ohtar, so that the u.s. can	1
1000936	i highly reccommend this movie. it blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. the actors and director have such per	1
1000937	power play starts off interesting but it goes down hill fast. the only good actor is tobin bell and he has a very small part. beyond bell, power play has no redeeming value or interest. power play has	0
1000938	i was looking forward to seeing this movie, unfortunately i should have listened to my daughters advice. this should have been a spoof, but it took on a realism that corporations had a lot to answer f	0
1000939	screwball comedy about romantic mismatches in new york city. peter bogdanovich is obviously in love with all the women in his picture--he reveres them--yet audrey hepburn is (naturally) put a notch ab	1
1000940	a true stand out episode from season 1 is what ice is.an artic location,claustrophobic conditions and a general feel of paranoia looming in the freezing air makes this is a must see episode from seaso	1
1000941	the title is a reference to the destruction of the remnants of a harvest, like rice husks, by farmers who burn them creating fires on the plains. this is a bleak tale of the destruction of the japanes	1
1000942	a lot people get hung up on this films tag as a children's film, and that it certainly is, though it is one made for adults. takashi miike uses the fantasy genre, particularly, the children's fantasy 	1
1000943	as i was watching it, i was getting ready to compose a blasting, lambasting critique of this film, (it is actually video), but then i saw that someone already did. i pretty much agree with him. but th	0
1000944	for fans of chris farley, this is probably his best film. david spade plays the perfect cynical, sarcastic yin to farley's baby huey yang. farley achieves strokes of comic genius in his monologues, li	1
1000945	get this film if at all possible. you will find a really good performance by barbara bach, beautiful cinematography of a stately (and incredibly clean) but creepy old house, and an unexpected virtuoso	1
1000946	quick summary of the book: boy, billy tepper, about 12 years old is school's main trouble maker, and if he gets kicked out of one more school he'll be sent off to boarding school. his upscale boy's sc	1
1000947	man, this was hilarious. it should be under comedy. or stupid. it would have made realizing what a pile of stank this was much easier. seriously? i want anyone associated with this movie tased, effect	0
1000948	alain chabat is a fine actor, writer and director but maybe a trifle misguided to take an 'idea' credit for a story that probably had them rolling in the aisles when aristophanes was still learning th	1
1000949	i'm sure deep in the recesses of jack blacks mind the character of nacho libre is absolutely hilarious but no it isn't. you can tell ol jacks having a whale of a time hammin it up playing a smarmy, sl	0
1000950	if you like detective and police shows and you like suspenseful movies, then you will love this movie!! this movie is great! christopher meloni has amazing acting skills. you may think you know who th	1
1000951	damn, i've seen this movie for at least 4 times now and i still don't get bored watching it.the visuals are so good and together with the music which is totally awesome and perfect fitting this movie 	1
1000952	this waste of time is a completely unnecessary remake of a great film. nothing new or original is added other than perry's backflashes, which are of marginal interest. it lacks the documentary feel of	0
1000953	many things become clear when watching this film: 1) the acting is terrible. tom hanks and wendy crewson are so-so, but the parent-child conflict borders soap opera-ish. the other two boys: an overly 	0
1000954	the songs are fantastic and the story-line is good. like many other acting schools, mine also produced hair. for most hair production it's a golden opportunity to do nude, but my production was fully 	1
1000955	2054. paris is an escher drawing with people and vehicles scurrying along at multiple levels in an obvious homage to fritz lang's metropolis. paris is both ultramodern and crumbling into decay. and in	1
1000956	not the best of the wip's, but not the worst either. i honestly feel guilty laughing at this film considering it had to be career lows for all involved. yet the acting, dialogue, preposterous scenario	0
1000957	**possible spoilers**this straight-to-video mess combines a gun-toting heroine, grade-z effects, nazis, a mummy and endless lesbian footage and it's still boring; the video's 45 minute running time on	0
1000958	a straight-forward x file that shows that action is always the equal of intelligence. rob bowman's direction is crisp and sharp, the episode looks just as fresh now as it did almost a decade ago. davi	1
1000959	i saw this when it first came out and have seen it several times since. i have the dvd. it's one of drew barrymore's best works and one that is worth seeing more than once. not being popular in high s	1
1000960	it's like this ... you put in the dvd and the most professional-looking thing you see over the next ninety minutes is the logo of the distribution company. and at this point, you know you've just been	0
1000961	dorothy stratten is the only reason to watch this unfunny sci-fi spoof, and her appearance is a disappointment. though she has the title role, her screentime is limited, and she only speaks a few line	0
1000962	this movie clearly has an agenda, which could be summed up like this: never, never cross the border (either physical or metaphorical). let's shun everything that's on the other side with a wall or a f	0
1000963	in the end credits of shadows, after we read 'directed by john cassavetes', some white letters on the screen can be seen: the film you have just seen is improvised, they say. i am always pursuing the 	1
1000964	i just finished watching this (last weekend) and found it absolutely hillarious, some of the scenes i just couldn't stop laughing at! dennis is soooo amazingly thick sometimes, and just says the stoop	1
1000965	i guess i was prepared after all the years of hearing about it. first heard about it from siskel and ebert. when they said divine ate excrement, i had to look it up. then a friend told me about it in 	0
1000966	oh, what a bad, bad, very bad movie! cowritten by and starring sylvester stallone뾲hat should have been enough뾞nd featuring too many rock-climbing scenes, vertigo, falling, and scene-chewing villains a	0
1000967	after just watching five across the eyes, i gotta be honest...i just didn't like it. i had read so many good reviews on this movie, but i just did'nt get where these reviews have came from,i have got 	0
1000968	john cassavetes' 1977 film opening night is, what critics usually call the work of such a significant artist, 'overlooked'. it is an excellent film, in its own right, and one of the best portraits of 	1
1000969	have you ever seen one of those shows that became so popular that it could eventually get away with any crummy nonsense and repetitive halfhearted gimmicks that it's creators can get away with? if you	0
1000970	do not rent this movie. i ended up buying the previously viewed tape of this for $4.00. that was close to the price of a rental, so thought, i might as well buy it. i'm tossing it out after i finish t	0
1000971	roy scheider is not steve mcqueen or clint eastwood but then who is? the seven-ups is one of the better cop movies, even today, and is second only to mcqueen's bullitt and the dirty harry series, whic	1
1000972	my friends and i were just discussing how frustrated we are with the way movies and especially romantic comedy's are being made. we feel offended by the schlock that hollywood is serving up these days	1
1000973	bob clampett's 'the hep cat' is a distinctly average cartoon only really notable for the fact that it was the first colour looney tune (previously looney tunes were all black and white while merrie me	0
1000974	typical 90's comedy, situational comedy similar to our modern day my family. thatcher being the height of most political jokes, bill (belinda lang) blames thatcher for anything she can. bloody thatche	1
1000975	happy days was one of my favorite shows when it aired in 1974. but the critics were quick to show their ignorance combined with a total lack of a sense of humor by slamming this show because they thou	0
1000976	my comments on this movie have been deleted twice, which i find pretty offending, since i am making an effort to judge this movie for other people. please be tolerant of other people's opinion. obviou	0
1000977	unfortunately, the realism is boring. this movie, i thought it would never end, would have been better if all the characters would have been nuked in the first five minutes. where's blade when you nee	0
1000978	on humphrey bogart's first trip to hollywood, he got his first leading man role in this b picture love affair. the first thing you ought to realize is that this film has absolutely nothing to do with 	0
1000979	i'm sorry to all the fans, but this is a useless movie. the acting is bad, even wooden, it over-hypes the fright-factor early on, and doesn't exactly work. i think there was supposed to be a twist at 	0
1000980	there have been many film and tv productions of jane eyre each with aspects to recommend them, but i suspect this is the one that people will still be discovering and falling in love with decades from	1
1000981	overall, i enjoyed this film and would recommend it to indie film lovers.however, i really want to note the similarities between parts of this film and nichols' closer. one scene especially where adri	1
1000982	as a disclaimer, i've seen the movie 5-6 times in the last 15 years, and i only just saw the musical this week. this allowed me to judge the movie without being tainted by what was or wasn't in the mu	1
1000983	this film gives new meaning to the term uneven, giving us a few intriguing characterizations offset by an awkwardly realized plot that relies on a few well-placed stingers to deliver the majority of t	0
1000984	mercifully, there's no video of this wannabe western that a stay-afloat vehicle for big frank at a time when his career was floundering. the story of a weasel who lives on the reputation of his big gu	0
1000985	i vowed some time ago to never get another joe castro film (perhaps after near death) but i sort of ended up with this one by accident, since it was a troma release & i didn't read the cover carefully	0
1000986	a gentle story, hinting at fury, with a redemptive message and glorious celebration. the photography is wondrously well executed. cinematographers look at this kind of film to hone their craft not jus	1
1000987	i enjoyed this movie, granted it is mainly because i enjoy seeing sean connery act and this one has the added bonus of having ed harris and lawrence fishburne in it too. the story has a grandma seekin	1
1000988	loved the movie. loved the two families crossing paths in history. only question is if sam gets killed then how does his family's line continue? he is madame zeroni's son and zero is supposed to be re	1
1000989	wow, here is another great golf movie. that's at least three in the past few years that i've really enjoyed, that were well-done, beautifully-filmed and inspirational. the other two were bobby jones: 	1
1000990	amazing movie. some of the script writing could have been better (some cliched language). joyce's the dead is alluded to throughout the movie. beautiful scenery and great acting. very poetic. highly r	1
1000991	i went in expecting not much from human traffic and came out really pleased! the film is well made and acted and very stylishly shot. it has so much going for it - it's a film i really recommend, espe	1
1000992	i saw this movie on television as screamers and loved it. i heard an interesting story about this film. when roger corman released it to drive-ins in the summer of 1981, his trailer department sent ou	1
1000993	may contain spoilers...but doubt it can actually be spoilt!!.five across the eyes can be summed up in one word....amateurish. this film tries it's best to be different from most films by the 'blair wi	0
1000994	stifler, has finished running his naked mile and is now attending beta house. crazy stuff happens, people run around naked and nerds are made fun of and this series is dead in the water. the naked mil	0
1000995	this film by the well-known czech director and writer collaborator petr jarchovsk? is remarkable for its particularity but annoying and distracting in its details. taking its theme and title from a ro	1
1000996	oh, this is so bad, it is funny. the only way one could explain something like this is a porn party with drugs that resulted in the resolution to make a movie just for fun. i mean: you get to see porn	0
1000997	i couldn't believe this terrible movie was actually made at all. with the worst actors you could find, the worst script written (mark frost & sollace mitchell) and by far the worst waste of time in vi	0
1000998	even though i am slightly older than the recommended age group, i really enjoyed this movie. it's a little break from reality and it must be every little girls dream to become friends with a pop star.	1
1000999	reading web sites on bette davis one can find instances where authors claim that there is nothing special about her acting. i even found a site which claimed that bette davis' success was probably due	1
1001000	...but i regret having seen it. since the ratings on imdb are relatively high (and they must also have been relatively high on netflix), i guess i put it in my queue because it is advertised as a gent	0
1001001	i'm very surprised that so many people don't like this movie. i think it's a lot better than most of the teen films that have come out recently - ten things i hate about you ( can we say teeny bopper 	1
1001002	this is the kind of movie the us doesn't make. it's why people rent foreign films. it's a great story about how one person, even if he is retarded can make a person find reason in an empty life. every	1
1001003	a great animation movie that really gets up to the level of oldies like the lion king . i went to see this with one of my best belgian friends who also watched the series on tv . i was lucky because i	1
1001004	i sometimes grow weary of reading reviews of some of hitchcock's lesser known films, because almost every single one starts out with someone saying this film is grossly overlooked or this is a hidden 	1
1001005	florence chadwick was actually the far more accomplished swimmer, of course. she swam the english channel both directions. she swam from catalina island to the california coast. marilyn bell's is a sw	0
1001006	although i'm grateful this obscure gem of 70's italian exploitation cinema features in the recently released grindhouse experience box set, and although it's also available on disc under the misleadin	1
1001007	the film is about sir christopher strong (mp--member of parliament--played by colin clive) and his affair with the amelia earhart-like character played by katherine hepburn. up until they met, he had 	0
1001008	i must confess that i've been a huge fan of the almighty david the hoff hasselhoff ever since he starred in the hit 80's tv series knight rider. whether it's his extraordinary debut as a libidinous hi	1
1001009	in black snake moan, writer-director craig brewer is so obsessed with heavy symbolism that part of me felt like dismissing the entire film as pretentious--a sweltering southern parable with some oh-so	1
1001010	being a completely broke film buff with a house to furnish, i'm a big fan of ikea. my whole domicile, practically, is packed to the brim with the cheap particle-board stuff. and you know how all those	0
1001011	after seeing big fat liar, i think jason learned a lot more. when he told the truth about marty stealing his story, it was like the boy who cried wolf. people heard him, but they didn't believe him. n	1
1001012	i watched this....let me rephrase...suffered through this because i'm a fan of eva's. i don't think this is a flick she'll put on the back of her head shot photos. i like gangsta flix but this wasn't 	0
1001013	i always felt that a good film should have a plot. this particular film was missing one, and i feel that it would have been more effective with a plot. this was made even worse by the fact that it see	0
1001014	snow white is in my opinion a bad movie on an artistic point of view. the plot is pretty much foreseeable, the characters are stereotypes, the editing too exaggerated. anyway, the movie seems not to h	0
1001015	ok, well, no one in their right mind(s) would pick up a movie titled the man with the screaming brain and expect it to be serious. this is an outrageous b-movie, and that means a truly hokey plot, str	1
1001016	i saw this movie while it was under limited release, mainly for the novelty of seeing pierce brosnan with a moustache, but it turned out to be one of the funniest movies i have seen all year. it start	1
